0,1,2,3,4
Irish Pub St. Michael,4b509e95f964a520c42927e3,65.01273342134145,25.474836224837855,Irish Pub
Pizzeria Cantina,553b8939498ec5832ecc926b,65.01226769687564,25.472974066316464,Pizza Place
Puistola Deli,4ba79e7ef964a520faa239e3,65.01222565855294,25.472997808395533,Deli / Bodega
Original Sokos Hotel Arina,4b7ee610f964a520ea0730e3,65.0122167878211,25.47246988845329,Hotel
Puistokahvila Makia,535a097a498e41d8b076d266,65.01222402911199,25.474199998945647,Café
Pikku Thai,4bbcb84aa0a0c9b6a4ad1a0f,65.012782,25.478994,Thai Restaurant
Yöhuikka,4e20c37a88774a43b762ff4c,65.01258882490167,25.479889446600342,Gay Bar
Garam Masala,4d808cc09d78a35d26b8430f,65.01203093236575,25.483654300216493,Indian Restaurant
Myrsky,5641bbae498e1ca4e9a56c91,65.01276236032386,25.510434300089948,Diner
4. Kahvio,4ea67d02f7901bf0ae271651,65.012782,25.512791,Cafeteria
Beauty Center,4d6e5d6b619a236a8401728f,65.01193841187076,25.465323198143945,Gym / Fitness Center
Scandic Oulu,4b78e601f964a520cae52ee3,65.01154813743827,25.465306757345317,Hotel
Ravintola Torilla,4c19e6256a21c9b6103acb97,65.01167088664965,25.465633114286486,Restaurant
Pizzeria Da Mario,4c188f34fe5a76b08b360215,65.01181713395016,25.467312320193397,Pizza Place
Cafe Rooster,52a8a80a498e051050bb8715,65.01144307502197,25.466960072299127,Café
Finnkino Plaza,4be2fa9421d5a5938ad51711,65.01114961767593,25.465128421783444,Multiplex
Ravintola Istanbul Oriental,4bd8387235aad13aa35090f3,65.0120340336008,25.469375819045215,Mediterranean Restaurant
Subway (Rotuaari),5ad48f69cbcdee7721128ffa,65.011667,25.470209,Sandwich Place
Kuudes Maku,4eef5ec40e01899e01d89f8f,65.01125386059708,25.469704270362854,Organic Grocery
Rotuaari,4bdc289c2a3a0f4719aab1b6,65.01194143300404,25.47106563898446,Pedestrian Plaza
Friends & Brgrs,570f6a6d498e18f67979eab3,65.011714,25.472505,Burger Joint
La Torrefazione,570f92b0498e7d1c36a8020d,65.01152705778894,25.47235355427959,Coffee Shop
Bacaro Doppio,5711eab1498edfcdc0ce3e6f,65.01150108806186,25.472423840334518,Café
Sokos Herkku,570f5f58498e6c82cfc5091e,65.01150804583312,25.47248238949426,Grocery Store
Kauppakeskus Valkea,556074e2498e2dfc299798d6,65.01151571122233,25.47252880381869,Shopping Mall
Oskarin Kellari,4c21c56511de20a16fd183ce,65.01153768727669,25.474417307650825,Restaurant
Subway,507e7261e4b08a85a1f39ad7,65.01155322481657,25.47506775155227,Sandwich Place
Health to Organic H2O,55cc69f0498e41e376194e6e,65.01142250207776,25.4748970379238,Deli / Bodega
Yliopiston Apteekki,4bbb3c6653649c749bce49fb,65.01114792352433,25.47242679734358,Pharmacy
Kotipizza,4de6c0cf45dd88e9640e5708,65.01168355209916,25.478838683210736,Pizza Place
Coyoacán,53b7f16c498e6362789a9cbf,65.01150019484233,25.479253706782156,Mexican Restaurant
Levykauppa Äx,4ba89fb3f964a52005e339e3,65.01139883031342,25.479579336177938,Record Shop
Snooker Time,51765d0a498ef6543c4a0db7,65.01165059000668,25.48194852787845,Pool Hall
Toscana,4beee77ae24d20a16c937314,65.01129518114948,25.482068804156697,Italian Restaurant
Sheng Long,4bb1a966f964a520059e3ce3,65.01113952127406,25.481389845835437,Chinese Restaurant
Indian Cuisine,4ba64060f964a5203b3f39e3,65.01191219682825,25.48367373414645,Indian Restaurant
The Royal Garden,4bde91c6e75c0f477f2ec803,65.01180266331829,25.48355711518162,Chinese Restaurant
Pikavuoro Oulu-Rovaniemi,5216040611d2a6cab134cb8c,65.01191941919674,25.488738490820158,Moving Target
Raksila E,505cb66de4b038a3e42484bd,65.011746,25.489767,Bus Station
Ykkös Suutari,4ec391929adf8da74ea5b7b0,65.01116377606807,25.489656412154083,Shoe Repair
Järkikirppis,4d4e690823a76dcbdc405fdc,65.01101534766154,25.48876404762268,Flea Market
Subway,4ccc2ff8c0378cfa7b588448,65.01099974945502,25.489575274541828,Sandwich Place
Raksila P,508be6a6e4b09ddc7e7f29fe,65.011862,25.490636,Bus Stop
Raksilan kauppakeskus,4e348822b0fb59390e958c13,65.0110094586764,25.489643984464834,Shopping Mall
passat,50784030e4b05b62b25d7b62,65.011337,25.495871,Moving Target
Välkkylä P,4eca306b6c251306ce8fae29,65.01144913053358,25.49887549269719,Bus Stop
Kontinkangas P,4cf79b5dbad3a090fc4af6a8,65.01183043190298,25.514341466070128,Bus Station
OYS P,50efa232e4b0e0b77447a23b,65.01089864169668,25.518995065460793,Bus Station
Kumpulanpuiston leikkipaikka,503f0958e4b04f36355066eb,65.01166826167969,25.525941601894726,Playground
Uniresta Vanilla,4c15f1b9a1010f4713bb4e18,65.01061030808975,25.46557045371129,College Cafeteria
Zivago,591eed35c8772e43c56b99ef,65.01085507796654,25.469213347131063,Restaurant
45 Special,4b546170f964a52042b927e3,65.01067021985654,25.46984735131174,Rock Club
Flying Reindeer,57dd690d498ec726b8bc2783,65.0106105093615,25.470520637238923,Bistro
Robert's Coffee,4c4a99379c8d2d7f5e44c369,65.01087,25.471157,Coffee Shop
Grill it!,4c6b94baa48420a1e0600a0b,65.01069629649722,25.473875685818047,Steakhouse
Little New York,4bcea9e7ef109521027d8486,65.0099555701295,25.47664943268512,Mexican Restaurant
Pizzeria Finlandia,4c1a07d8838020a1f888e661,65.0113498526208,25.481454093520075,Pizza Place
Ravintola New Mumbai,4b966386f964a5208ac934e3,65.0117340648003,25.482449906838422,Indian Restaurant
Taito Shop Maakari,4cd185642fd9b60c006387eb,65.01093781209809,25.48322058127383,Arts & Crafts Store
Raide 1,506cacc9e4b09eec6b70b43a,65.01110526077234,25.48357566761856,Platform
Pizzeria La Festa,4bc43a8e920eb71304751e2c,65.00997122958397,25.480602151564455,Pizza Place
VR Oulu,4b966d18f964a5209bcb34e3,65.01038999052658,25.483173062918127,Train Station
Matkahuolto,4c8e2c6758668cfaa693cfec,65.00993,25.4842,Shipping Store
Sale,518433b0498e00695ce530cc,65.01095808553612,25.489517442738677,Grocery Store
K-citymarket,4b559a45f964a520afe827e3,65.01017031624403,25.492239949985354,Supermarket
Ravintola Katrilli,4de115e2ae605835c4634504,65.01068899433953,25.522364074389664,Restaurant
Katrilli,4eca38aa4690116a8f425b71,65.01067978885709,25.52269673307568,Restaurant
Lasten Liikennepuisto,4c3f05456faac9b614f60e76,65.00889664,25.45640856,Playground
Oulun urheilutalo,4ba4eefdf964a520f3c438e3,65.00923684311208,25.459938612140835,Gym / Fitness Center
Liikennepuisto,4e3304aa62e1733d7a9d12b3,65.00882316240138,25.456568041880374,Playground
Taitonetti Ky,4eccdff4f7908e99a1aaca4f,65.00952838281121,25.48043672484457,Tech Startup
Pila-Pala,4da6f60a8154fe28a8dbb904,65.0087831444453,25.47826112192339,Clothing Store
Kuntosali,4eb1054b4690b9be428bf02f,65.00924816069622,25.497754032633846,Gym
Huikia seikkailupuisto,5921570bf0b490666f317cdf,65.009648,25.497527,Athletics & Sports
Oulun uimahalli,4c012738de3376b04754f9a4,65.00912,25.49899,Pool
Nyrkkeilysali,4f79c029e4b0795c3a152176,65.00879859884154,25.49751643540067,Athletics & Sports
City Biljard,4ca6168976d3a09325fafd6a,65.00962160856288,25.50359911238837,Pool Hall
Välkkylän puisto,4e2d605d14955dbf7aed9ed4,65.00982159914471,25.499888325281447,Park
koiralenkillä,5059c319e4b0e292f90842f7,65.00936209674072,25.50212924843273,Athletics & Sports
Kastellin sauna,4fc3a849e4b09b4ea9d97f51,65.00898765621986,25.524030527308355,Sauna / Steam Room
Kastellin mättölä,4fa390d1e4b0ed028096ae17,65.00890806500868,25.524923338143537,Cafeteria
Kastellin ostoskeskus,4f969409e4b0e8af22528543,65.00888977175418,25.534230019446536,Shopping Mall
K-market Kastelli,4c1cc4a58b3aa593b256995f,65.00886194152027,25.534318838115226,Grocery Store
R-kioski Ranta-Kastelli,4daedc296a23e6c93492486d,65.00875450582889,25.533730290773917,Convenience Store
Fysioteekki,4ef1fef061af815c7929e552,65.00914918839428,25.534738175228522,Gym / Fitness Center
Fuchka,54f9c3a2498e3acb8317aa07,65.00830954263134,25.466941573873463,Asian Restaurant
Ravintola Crecian,4b536a24f964a520bc9b27e3,65.00774942005954,25.464250184660568,Greek Restaurant
Lidl,4c7f4782171b224ba47710b1,65.00832234585715,25.46840797825863,Grocery Store
Eteläinen alikulku,4ea939d2dab488881117258f,65.00793803414405,25.479726050024446,Tunnel
Il Mundo,4ece33172c5bc3505469e0e5,65.00960819114712,25.484129348062456,Café
Pika Oulu - Kuusamo,4ef9c26c30f894d86a6c2f0d,65.0093999522768,25.4838524740321,General Travel
PROJOB Klubi,4c08c6bfffb8c9b635c26861,65.00839145715945,25.493823512670488,Restaurant
Päätybaari,5075a94be4b0ff5036c1c110,65.00854391387838,25.49423281449417,Sports Bar
Ravintola Routa,50ba1961e4b0a653aea70e59,65.0085153662926,25.494220108300006,Sports Bar
Oulun Energia Areena,4b54608af964a52025b927e3,65.00828784335148,25.4942713565395,Hockey Arena
Raksilan liikuntapuisto,4e75fc3445ddd4323ff92267,65.00830905997246,25.496704146044134,Athletics & Sports
Ravintola Kotka,4d9ed6278ef3a143b7a78410,65.00849626218196,25.51927041684635,Cafeteria
B2 kahvio,5069265ce4b01301ed2bfde3,65.00791644172382,25.519223866251004,Café
S-market,53206e5111d2a0c1917a7f15,65.00799526451573,25.52650919184111,Supermarket
Hesburger Kastelli,53b1649c498eaa800d46af21,65.0079766513205,25.526530275835416,Fast Food Restaurant
Kastellin Häkki,4f294546e4b07412d2b19018,65.00869119089636,25.527902659931417,Road
Little Dragon Ranta-Kastelli,5251c0e02fc66c579bf19d33,65.00863860001577,25.534543991088867,Chinese Restaurant
Kärppätoimisto,4fcf35d7e4b01a254a496a45,65.00702991550197,25.493903529159706,Office
Pesäpallostadion,4c5adb5367ac0f47baac074c,65.0067574483515,25.4971969127655,Baseball Stadium
Medipoliksen sauna,4f8acf5de4b037c02019aea5,65.00691223144531,25.510269165039062,Sauna / Steam Room
Kahvio Neilikka,4f729eb2e4b03ea6fd318507,65.00695715202662,25.51952482238418,Café
Kyösti Kallion puisto E,50516f4fe4b057d5890973de,65.00569152832031,25.458219528198242,Bus Station
Heinäpään Oluttupa,4bb22940f964a520d5be3ce3,65.00582342108699,25.46407093256828,Pub
Lähetyskirpputori,4e215fbed22d0a3f59f74548,65.005733,25.465109,Flea Market
Ravintola Perla,4c986a9205a1b1f7f0508d53,65.00640604540479,25.473993194325544,Restaurant
K-market Etu-Lyötty,4ce0ec9d7e2e236a72b18d1b,65.00557675638484,25.47360605473428,Grocery Store
Kastellin Apteekki,4d7def39ebc154816886d8a6,65.00811442299486,25.53530381502915,Pharmacy
Tornedalen,4ee8cae029c284f4bb197e7e,65.005126953125,25.42625617980957,Boat or Ferry
M/S Marie Lehmann,503e07fde4b01caba4789056,65.0050277709961,25.42590522766113,Boat or Ferry
Nuottahovi,4f27d0aee4b0d161c1ee7bcf,65.00465799466019,25.438739554581776,Restaurant
Kyösti Kallion puisto,4deba3d31f6e3ddebdeac9a5,65.00478857455383,25.461608263391,Park
Kyösti Kallion Puisto P,4fe8b09fe4b0b484a5764dfd,65.00464266861894,25.461005128567404,Bus Station
Oulu-opisto,4f643a47e4b08383b163a17b,65.00535534950329,25.482930015649288,Theater
Ford Focus,5514ee25498e650d9aced049,65.00505732193437,25.503753063804734,Moving Target
Astanga Jooga Oulu ry,4cadf29c632b37045fac6b6e,65.00386973608876,25.44536590576172,Yoga Studio
Kooma Boutique,52b6fdcb498eb0d6a2f965f4,65.00377655029297,25.45467758178711,Boutique
K-market Heinäpää,4c1266467f7f2d7f7932dd68,65.00369676614,25.456065792555375,Grocery Store
Madetojan sali,4ba49f3af964a520f4a738e3,65.00336466310301,25.479943024986962,Concert Hall
Kasvisruokala Etra,4f9926a9e4b028100337b164,65.00407745642624,25.48536070434374,Vegetarian / Vegan Restaurant
Huuhkajapuisto,4f081f09e4b0ad9c24de792e,65.0042431858736,25.51082141314805,Ski Trail
Huovisen Leipomo,4d24119ddcf4224b98f9a076,65.00418810194704,25.531109069902094,Bakery
BBC Rheiderland,51c03e78498e270656b60638,65.00234985351562,25.410114288330078,Boat or Ferry
M/S Latana,512f1b6fe4b071cd31ef3f74,65.00239175943375,25.41987419128418,Boat or Ferry
Lounaskahvila Taverna,4d1d8169b69c6dcb34205495,65.00263602324961,25.4640466216096,Diner
Oulun Musiikkikeskus,55d0ef96498ee452071dac83,65.00310335943712,25.48049039499665,Event Service
Sale,4d7e62004219a1cdedd561d3,65.00307663800073,25.489905737202662,Grocery Store
Uumajanpuisto,4dcaca5ab0fb9c8f8aee25e2,65.00315700201861,25.491099892114413,Park
Pöminä,4f0b379ce4b08f524b8af0f8,65.002389,25.499163,Campground
Oulun keilahalli,4c48570776d72d7f8608404d,65.00128664541542,25.458768642640877,Bowling Alley
Ratagolf - Minigolf,4e45363f62845e1d3c802466,65.001416,25.459785,Golf Course
Pelastusarmeijan kirpputori,4dcd027d183899ddfaad12e7,65.00159994137955,25.46419668415434,Flea Market
Pizzeria Milan,4c9f54b80e9bb1f7fd52ef5f,65.00153103358649,25.463956119513863,Pizza Place
Figure Fitclub,541d5a61498e871a2bc4bfca,65.00246141890646,25.469629143786932,Gym / Fitness Center
Kruunukaluste,4d7b3145da568cfaac5c4cff,65.00149620681371,25.478483431584202,Furniture / Home Store
Karjatupa,4c2e62c5a0ced13a6fc20e6e,65.00132832912769,25.4921930326556,Bar
Yläkerta,4fa5989fe4b0fc2afb30b66a,65.00144958496094,25.496828079223633,Pharmacy
Kemikaalilaituri Oritkari Oulu,5140564de4b089f2e7816c21,65.00078198355816,25.421263588653744,Pier
Heinäpään kenttä,4c4d629b9932e21e99ab19cc,65.00046035457363,25.45352717794679,Soccer Field
Liikuntakeskus Hukka,4c07a60f0ed3c92889cd797d,65.00103718732514,25.45742367372731,Gym
Liikuntakeskus Hukan cyclingstudio,568f665a498e79a6c5f75ce7,65.00104433709451,25.45748307312722,Cycle Studio
Limingantullin Autogrilli,4c0297a5310fc9b644a5c461,65.00032981554989,25.46212786628398,Fast Food Restaurant
Huovisen Leipomo,50b77bb1e4b0a06146779f1c,65.00121884249383,25.468647658614397,Café
Oulun Kopiokeskus Oy,4dc3ee12fa76d685cdb8fc12,65.0013565,25.4687723,Print Shop
Merimaaria,4dc3eb4ad4c0ad9c0f607e94,65.00097381494504,25.476477318667136,Clothing Store
Intersport,4cc194ae6ad3a143faf1dcde,65.00071640508726,25.476272619392507,Sporting Goods Shop
Säästökuoppa,533ae923498e471e4b6e0ebd,65.00056616062804,25.47628650389377,Department Store
Hesburger,4d6b79452bf05481fda7cfed,65.00053754461577,25.47621066904158,Fast Food Restaurant
Vepsäläinen,4d2b19f0ebacb1f7b6210950,65.00039089605596,25.480463421808132,Furniture / Home Store
Laattapiste,4dd3d2d8d22dc96be80e9570,65.00038743744413,25.478455384437346,Furniture / Home Store
Heinäpään mäki,50117e4de4b00c78e3156fad,64.99917468448946,25.447891767984267,Trail
Heinäpäänmäki,5001a2eae4b07d578d0c9065,65.00010752465914,25.45140460251543,Scenic Lookout
Budget Sport,4c347a0916adc928df27c59c,64.99980819106749,25.46081868151555,Sporting Goods Shop
TTY Center,4d9988df97d06ea804e34b0b,65.00003849898643,25.462720526077785,Electronics Store
Stemma,4f184565e4b0ba01957e7654,65.00189,25.4694,Furniture / Home Store
veke,5c0d2911e96d0c002cc3581c,65.000588,25.4762,Furniture / Home Store
Little Dragon,4c5bef956147be9ae8cc8d09,64.99944185106173,25.475627645529983,Chinese Restaurant
Musti ja Mirri,4fa656eae4b09571dfcee58a,64.99946093750904,25.476075606003622,Pet Store
Ravintola Rivieras,4e9401a89adff7d37fad2dc2,64.99954133610191,25.4775679111305,Restaurant
Lidl,5a1c2adedff8153c6d42e6cc,64.999985,25.479204,Grocery Store
Karjasillan koulun ruokala,5035f872e4b0a45ed2f7701f,64.9990581612222,25.484125493876967,Restaurant
Sodexo Kotkanpoika,4bde8b42e75c0f47e022c803,64.99948155352712,25.51101835175355,Restaurant
Sodexo Joutsensiipi,4ed35d648231b9ef8c0780f4,64.99941572387175,25.514382445275274,Restaurant
Oulun Satama | Port of Oulu,4dfe06e7d164848a03fadac6,64.99799330276679,25.408041511839286,Harbor / Marina
Arina Areena,4bcab10e937ca593f66ca892,64.99879802536744,25.454239794464605,Soccer Stadium
Heinäpään urheilukeskus,4dd921ddfa76ad96d14dab95,64.99834,25.45456,Recreation Center
Tekniset Koneshop,4cc17dd8ed0337042d7fae23,64.9990314062832,25.460784005496386,Electronics Store
F-Musiikki,5ae4473e31fd14002c1d48c2,64.998985,25.460558,Music Store
Euronics Limingantulli,4fd7084be4b03d972335f633,64.99888937824802,25.471251996651713,Electronics Store
Cafe Otto Kaukovainio,5044b61ce4b0133022083475,64.99860458401797,25.513504894593957,Café
BF Victoria,4fcc9f13e4b07c4ac0553564,64.99780839781397,25.414907253554603,Boat or Ferry
M/S Sprinter,50c56143e4b0250080cc459e,64.99786664768705,25.414466857910156,Boat or Ferry
M/S TransAnund,500e968be4b0fcd55bb27ed8,64.99761011824545,25.41437218673527,Boat or Ferry
Antell-ravintola Automobiili,4e312e2118a837634f301d64,64.99783608225741,25.456941127686616,Scandinavian Restaurant
Pörhö Vaihtoautokeskus,4bfb569dab180f47a5c5b3ce,64.99704345411352,25.45803433385086,Automotive Shop
McDonald's,4bdfe5a30ee3a5931b9c35b0,64.99705351478389,25.462783764386256,Fast Food Restaurant
Subway,573c807b498e36ecbc0dc291,64.99729781895202,25.465089178877662,Sandwich Place
XXL Sports & Outdoor,571f17fe498e5bb0d421f401,64.99705881359597,25.465645740544737,Sporting Goods Shop
Limingantulli P,4f9555d3e4b00825671418f2,64.99730002106335,25.464666501008118,Bus Station
Citybussi C linja,4fa27cc8e4b0abdff9b111d5,64.99685697468784,25.464617642208523,Moving Target
Viestimaa,4d48059156eab60c52b63d86,64.99698793119478,25.47124539372653,Electronics Store
Paljekirppis,4c29fd5d97d00f472e3842ea,64.9975851303599,25.478006193698786,Flea Market
Olotila bar & cafe,5093fcfae4b053f9facbad71,64.99724401387424,25.48518389597683,Bar
Ravintola Göreme,4dff00dd7d8bc001316b1acc,64.99728108767043,25.485442595411964,Kebab Restaurant
Antell Poratie,4d1089f3e2365481c53578ea,64.99687586108732,25.482796331517527,Cafeteria
R-kioski,4c7cd57daa3ba093a8b1ab74,64.9973117231421,25.485862995103847,Convenience Store
Höyhtyän ostoskeskus,4e8314be9adffc58a722c3c1,64.99733609842104,25.486167669296265,Shopping Mall
Sale,4d43ed931928a35dfa62b370,64.99726024472838,25.48592619976178,Grocery Store
Lumo,4daa00fb0cb6a89c62646952,64.99726336567731,25.48661790484254,Beer Garden
Powergrip.fi,4f9aa64ee4b0027bd386716e,64.99723320623032,25.486651913834404,Sporting Goods Shop
Minetti,548184da498ebb1006c239af,64.99722402617088,25.486747937200025,Ice Cream Shop
Höyhtyän Grilli,4c3767a42c8020a1e3f48800,64.99719470390113,25.48731962296357,Fast Food Restaurant
Teboil,4c0e06b22466a5930a677821,64.99777638474525,25.513634052483408,Gas Station
KotiSun Oy Oulu,5a37c0a82c7eb95c9bc1fb25,64.996,25.44086,Construction & Landscaping
Toimistotarvike Juntunen,4eae80c50aaf9e9a248d1c3a,64.99658361973069,25.4517612859327,Paper / Office Supplies Store
SPR Kontti,4d2b1da6915fa0934a75140a,64.99578567402334,25.451398021238937,Flea Market
Power,5a004ab23af9880febf77ee2,64.99675,25.460838,Electronics Store
Kuntokeskus Liikku,4ca46de45720b1f7fbc039ef,64.9961642917391,25.46749419295406,Gym / Fitness Center
Crossfit,4ff5b641e4b04619c6b6ec1c,64.99607557580357,25.467616706841948,Gym / Fitness Center
Viidakon Tropiikki,4e3c0d3c1495bf24a5c754da,64.99586919499025,25.46741548102514,Spa
Megalon Sport,4ec3ab9a0aafcf9a80a88974,64.99585203100987,25.46738244354544,Sporting Goods Shop
Kuntomo,5b34f11b16fa04002cab3db0,64.996174,25.468168,Gym / Fitness Center
Karaokebar Jousimies,4ef3993ef7909b0d2d545bf6,64.99600545245623,25.501440624367948,Karaoke Bar
Bar Ohari,501854fee4b0921efdbba205,64.9959210257599,25.501049074501864,Bar
Halpa-Halli,4f65ecc0e4b0cded5dc82184,64.99488894190984,25.455164620806,Discount Store
Hockey Base,55969057498ebf449601b18b,64.994959,25.457109,Sporting Goods Shop
Kontti,5b3dd1b556ca62001c066779,64.99525,25.457857,Antique Shop
HopLop,4bf7c20c5317a5932986fe7e,64.995523,25.467019,Indoor Play Area
Kainuunpuiston leikkipaikka,53bce54b498e1369b4c58e59,64.995303,25.520113,Playground
Oulun Koirakoulu,4ea2fa867ee52a35dd1fea44,64.99460189364,25.441305543630374,Dog Run
Robson's Superpark Oulu,5360af97498e6c312e562267,64.99386350669572,25.457421177515084,Burger Joint
SuperPark,5303494c11d25dbbfb277a25,64.99381873346908,25.457480038437467,Theme Park Ride / Attraction
Tanssikeskus Citydance,4cdc23b46ad1a09328efef56,64.9937565,25.4571406,Dance Studio
Liikuntakeskus Voitto,53d667b2498eb0db1b3c16bd,64.99362821151,25.457692880885745,Gym / Fitness Center
SuperPark Areena,53ef448a498e27814c21c4ff,64.99354032137497,25.45748810455794,Music Venue
Prisma,4bb4be03a7059521fb991bce,64.9943680435626,25.4624782012129,Supermarket
Pizza Buffa,5224a90311d283dd74d63c0c,64.99401181049245,25.462467702858,Pizza Place
Presso,4dea1112d4c00071b8186ef0,64.99387692826716,25.462397711141723,Coffee Shop
Höyhtyän keskusleikkipuisto,4e368e801f6e9e21ad59625f,64.994501,25.493381,Playground
koskilinjat bus 71,50458451e4b06e647cd3ddd8,64.9941,25.5314,Moving Target
Herman Andersson Oy,4e0891c652b165b7d7b4dcd1,64.99277611438158,25.424171955433895,Harbor / Marina
Veturipuisto,4cdfb8c341ed224bd72de13c,64.992656,25.48190683934037,Playground
Kaukovainion sivuapteekki,4e805163f9f4c8c37f5b5808,64.99263,25.51814,Pharmacy
M/S Pola Med,542e8f01498ec001c5f9c4b3,64.99226379394531,25.4249210357666,Boat or Ferry
Onninen Oy,4e5245d7d4c075ade7584687,64.99211144247026,25.445176847904513,Electronics Store
Gigantti Megastore,4c613bba832fa5936e7df1d3,64.9923142778661,25.45708669487446,Electronics Store
Erätukku,4ef1adabe5fad15c7904a1a8,64.99183499678021,25.45959234237671,Hunting Supply
Lintulampi,4e312caeb61c03a1e7d94b07,64.9918687933684,25.493327322930618,Other Great Outdoors
S-market,4ca9fe35a6e08cfa285b9e94,64.99188677065243,25.517499433686698,Supermarket
Pizzeria Monaco,4cb6c42652edb1f7470671fe,64.99161351707137,25.517805856729183,Pizza Place
Kaukovainion ostoskeskus,5396dd1a498e2660782f9905,64.99199558971924,25.517679868840172,Shopping Mall
Wanha Mestari,4cacc66797c8a1cd05d2a3a5,64.99188928165154,25.51746653022063,Bar
Otto Automaatti,4eb0869bdab4a8a58a281c57,64.99175276490503,25.51890063282944,ATM
Annin Avensis,4fa3bd54e4b0217536c5d35c,64.99032592773438,25.43637084960938,Moving Target
Pikku-Kirsikka,4dec9454c65be8091ddbb212,64.9911166337192,25.46373648608874,Diner
Metro-pikatukku,4cc02dd2ca4aa1cddc3d1eb4,64.990839,25.469245,Food & Drink Shop
Club Teatria Oulu,5bf04c001822230025618a50,64.99035,25.472704,Rock Club
Holovi Pub,4dffc143aeb7fa1f7b05612a,64.992148,25.517201,Bar
iHelp,52949149498e8ab8f925f0ec,64.99155378886492,25.454850196838375,Mobile Phone Shop
Nokelan Urheilukenttä,4f1d918ee4b0c7ea6a27bbdc,64.99021486924339,25.48212785601284,Skating Rink
oulun kentällä,4f36a65de4b0179e5cb5d31b,64.98919914507186,25.501413414988768,Skating Rink
Soppelat,4f6e0bb1e4b0ad1af514e3a5,64.990257,25.507581,Smoke Shop
Sauna,5684281f498e21934aad02b3,64.98868590646582,25.48374309324702,Sauna / Steam Room
R-kioski Lintula,4cde5ce37e2e236a40d67e1b,64.98885889736813,25.49321420119753,Convenience Store
Pizzeria Amro,511d34aae4b0118829325957,64.98868257745151,25.49399971961975,Pizza Place
Lintulan urheilukeskus,4d790d0ec1d56ea88af4d92b,64.98916002610207,25.501464346515856,Athletics & Sports
Hiirosen ulkoilukeskus,4db41c555da3a76f44376c7e,64.989075302104,25.528566051938558,Athletics & Sports
TB kylmäasema Oritkari,4fdf05b4e4b06c927157b147,64.98707248058194,25.43888409511412,Light Rail Station
Jalohaukka E,5c0e4246bf7dde002c400f42,64.988006,25.517632,Bus Station
Oritkarin ranta,4e539b5845ddffa8d18ea639,64.98609232594161,25.437233448028564,Beach
Acon,4e55f746d22dd2065dc1487d,64.986227,25.447648,Sporting Goods Shop
Talus,5593de9d498e72f6155793c1,64.98679,25.456378,Warehouse Store
Europcar,4f4a3b12e4b0ecc8148a84bf,64.98599608208238,25.471324473015954,Rental Car Location
Wetterin lounasravintola,51dfd03e498edcf5056950cc,64.98643710244365,25.470750331878662,Restaurant
Veripalvelu Paku,50066822e4b042636d72f0c9,64.986891,25.521019,Moving Target
Hertz Autovuokraamo,4ffbf28ee4b070f1c929c14a,64.98593808238273,25.46231746673584,Rental Car Location
Lidl,4bb394af2397b713d15238b3,64.98575927792831,25.514523864709805,Grocery Store
Antell-ravintola Kiilakivi,4d4b9aee1b6ea0932fcda6d9,64.98503976231078,25.51496328692533,Restaurant
