0,1,2,3,4
Espresso House,4e218b691f6effe84f71d086,59.860119686199084,17.6377914461668,Coffee Shop
Green House,53c7adfe498e3c8496b42dea,59.859781,17.636927,Salad Place
Scandic Uplandia,4bca1c3a68f976b05aab5e83,59.86041007476292,17.63867197092623,Hotel
Wayne’s Coffee,4bd8082e35aad13afff58ff3,59.860020061910255,17.638505548238758,Coffee Shop
O'Learys,4be5ad60d4f7c9b617bc2520,59.859883363915465,17.63951539993286,American Restaurant
Sandys,50818586e4b0bf87bfdbf95f,59.859764825616935,17.64155867316754,Café
Dylan's Grill,57b03e19498ed2d62098eeaf,59.85957854806792,17.640830726206673,Burger Joint
Katalin And All That Jazz,4adcdaecf964a520ea5921e3,59.85971475222025,17.64556451184903,Jazz Club
Park Inn by Radisson Uppsala,4c697f181a6620a108b5638c,59.86018908180692,17.64687269926071,Hotel
Pong,5a1190a504d1ae268c122936,59.85976484697275,17.646473050117493,Asian Restaurant
Ekonomikumparken,4bdaa3d02a3a0f479695abb6,59.85863083396878,17.619173526763916,Park
Restaurang Humlan,4fa25786e4b0a07988d87a30,59.859104915366196,17.62009620666504,College Cafeteria
rundelsgränd,535a9182498e53222c1e1eb8,59.859129989809475,17.627446735243154,Hotel
Svantes Trädgård,53c19bb3498ea554b4b34f2b,59.859973,17.629626,Beer Garden
Café Uroxen,4dca60432271a5cb224944b6,59.858551,17.627378,Café
Ofvandahls Hovkonditori,4b585aaef964a5200a5428e3,59.8594975089096,17.631771862506866,Café
Feskarn i Saluhallen,50fd2606e4b0d5fd121cf590,59.85906032952633,17.63321272777347,Fish Market
Saluhallen,4b59e4cff964a520ed9e28e3,59.85899032934709,17.63321086938795,Gourmet Shop
Åkanten,4c14f9b0a5eb76b0337dc2b7,59.859295906112436,17.633758758404763,Steakhouse
Jay Fu's,4bd1f74b046076b073ea7271,59.859425514219396,17.633949919301564,American Restaurant
Ristorante Villa Romana,4bf2692f1cd9d13ab79ded76,59.8589485213884,17.636558945652602,Italian Restaurant
Tzatziki,4c2cd8b0b34ad13a34f5ebce,59.85864699594585,17.63551354408264,Greek Restaurant
Pitchers,4dc6b2ac7d8b14fb4649146a,59.859451,17.639496,Bar
Frenchi Brasserie & Bar,5784f61b498e2922fed27b60,59.8589352165514,17.63907551765442,Café
Stora Torget,4b82d444f964a520b4e730e3,59.85856421948907,17.638908824396488,Plaza
