0,1,2,3
Autokoulu City,61.496360205699574,23.753129610400475,Driving School
Mepco Oy,61.49609970535063,23.7528021116296,Office
Kauppa-aukio,61.49639669201326,23.755237318061138,Plaza
Subway,61.496573525802866,23.755181098273447,Sandwich Place
Kiina Tähti,61.49623,23.755018,Chinese Restaurant
Maka Sushi,61.49652676942458,23.75511943199495,Sushi Restaurant
Itsudemo,61.496241325734346,23.75433476821622,Sushi Restaurant
Galata Kebab House,61.4961686945443,23.75547627237491,Kebab Restaurant
M Room,61.4965067560599,23.75512647443115,Salon / Barbershop
OVV,61.49619774178514,23.754217840193213,
Body Action,61.49641352419726,23.755260436872852,Hobby Shop
The Parturi,61.496474,23.755664,Salon / Barbershop
Day Spa Bloom,61.496056,23.755466,Health & Beauty Service
Brothers - turkkilainen parturi,61.49639540813922,23.75598856022132,Salon / Barbershop
Cafe Brander Kahvihuone,61.49628392045795,23.756169923616998,Café
SmileSpa,61.494743,23.767702,Dentist's Office
Uhana Design,61.49730432549087,23.76971857890202,Boutique
R Tech Suspension,61.49637193409256,23.755226740112715,Bike Shop
Kauneuskeskus Atic,61.49595852027511,23.755070231701826,Salon / Barbershop
Kukka Kerttuli,61.4963145198721,23.755868295787614,Flower Shop
Fair Hair & Beauty,61.496376770128954,23.755782376961776,Salon / Barbershop
Tukkateekki Sassoon Partner,61.49643047830194,23.755016326904297,Salon / Barbershop
Mielikylpy,61.49606184004145,23.754866123199463,Spa
Ompelupalvelu,61.496128,23.755423,Arts & Crafts Store
Bodyaction Tampere,61.49643885169532,23.754960060644155,Clothing Store
Studio Mirka,61.496196,23.753737,Health & Beauty Service
Paklaamo,61.49614450730571,23.7540316224792,Salon / Barbershop
Lähetystoimisto,61.49610788272018,23.754425256249093,Office
Perheoptiikka,61.496490454417,23.75470730743159,Optical Shop
Hiushuone Figaro,61.49629160861192,23.754601016180327,Salon / Barbershop
Osteopaatti Matti Hänninen,61.496413722816946,23.75480516922797,Doctor's Office
Tempur Sleep Center,61.496101,23.755689,Miscellaneous Shop
Cently Jazz Club,61.496094,23.754614,Residential Building (Apartment / Condo)
X-Treme Hunter,61.496295,23.754367,Hunting Supply
Valtterin mummula,61.49611068839016,23.756019873100243,Residential Building (Apartment / Condo)
Turkish barbershop,61.49618,23.75706,Salon / Barbershop
Kuntokeskus WOLF,61.49633303611992,23.756327507639813,Gym
Lidl,61.49637018611631,23.756288702748968,Grocery Store
Winebridge,61.496384,23.756626,Wine Bar
Hallituskatu,61.49635137077865,23.756767443769558,Road
Jamera,61.49625622508563,23.75770735142478,Bookstore
Kuninkaankatu,61.49620153918571,23.75774982261842,Road
Hallituskatu,61.496414863964205,23.757789492278718,Road
Jukka Mäkinen Foto & Studio,61.49635583,23.757027,Photography Studio
Outlet-kirppis Luxus,61.496336958088904,23.75692940653513,Clothing Store
Ora Sähkötarvikkeita,61.496264030271774,23.756915941293173,Electronics Store
Häme Optiikka Synsam,61.496455,23.756938,Optical Shop
Tv Ora,61.496255150890605,23.756682413631218,Electronics Store
Change,61.49636015621465,23.757624902046658,Lingerie Store
Näkökenttä,61.49624346810305,23.75771100937515,Optical Shop
Johanna & Sanni's,61.49625,23.757011,Residential Building (Apartment / Condo)
Hallituskadun Hammaspiste,61.49663,23.75631,Dentist's Office
Glohair,61.4962613663182,23.75788710722352,Salon / Barbershop
Pohjanheimo,61.49649653951355,23.75787566798839,Men's Store
Hammaspiste Plusterveys,61.49621774049718,23.756209614880852,Dentist's Office
Hallituskatu 11,61.496115,23.756526,Residential Building (Apartment / Condo)
Kampaajalla,61.49599755381849,23.757716861083736,Salon / Barbershop
Kampaaja,61.49608859935171,23.75784779405747,Salon / Barbershop
Varpaidenlämmitysareena 😎,61.496504,23.757562,Hot Spring
Leffamesta,61.4960837876997,23.7567009218258,
Aleksis Kiven katu,61.49583093380025,23.75880320449434,Road
Kalaherkut Nygren,61.49659740632285,23.75900330978898,Fish Market
P-Sokos,61.49668721519466,23.75770020670057,Parking
Edge beauty,61.496482,23.758984,Health & Beauty Service
Ravinteli Huber,61.496455804698165,23.760365268250197,Steakhouse
Union - Work & Leisure Club,61.495972972645895,23.761102670872642,Nightclub
Gusta,61.496097,23.760086,Thrift / Vintage Store
Keittiöelämää,61.496268625181145,23.760222293615257,Gourmet Shop
domdom,61.496091358913006,23.760342999351113,Furniture / Home Store
Punjab Kebab,61.49627178640918,23.761374743589133,Kebab Restaurant
Putiikki Rannalla,61.496341042609394,23.76031748582502,Boutique
SisustusID,61.496339,23.760452,Design Studio
Tampereen Otsoniterapia,61.49630458753754,23.76042982324258,Medical Center
Bändäri Rokkibaari,61.49605904962653,23.760405400567585,Bar
Metsä Board Tako,61.49643219439992,23.762391264720176,Factory
Original Sokos Hotel Ilves,61.496289242396436,23.7664036804714,Hotel
P Ilves,61.49641183377602,23.766771360651315,Parking
Maisema-kabinetti,61.49624657276777,23.766286415058758,Event Space
Masuuni bar & restaurant,61.49613300368047,23.76604639531711,Bar
Sarka-kabinetti Hotelli Ilves,61.49626910671805,23.766362060035053,Meeting Room
Ilves Bar & Night,61.49627392441944,23.767179190695618,Nightclub
Ukko Nooa,61.4965238977517,23.76700289267451,Bar
Amarillo Ilves,61.49644128826253,23.767076847073472,Mexican Restaurant
Arnolds,61.49574368802242,23.767631240367436,Donut Shop
Frans & Marie,61.49617866511203,23.7673370221115,French Restaurant
Ravintola Masuuni,61.4960342602842,23.765565325135878,Scandinavian Restaurant
Ecco,61.4959162249385,23.76703132584146,Shoe Store
Takomo Bar & Terrace,61.49608989763571,23.76581254207988,Bar
Salsa House,61.496293315486,23.768628052905648,Dance Studio
Gastropub Nordic,61.496343979658846,23.76887684687599,Gastropub
Carlings,61.49581854077293,23.767561893046082,Clothing Store
Lastenkirppis Into,61.496189,23.767449,Baby Store
BIK BOK,61.4957061,23.7673859,Women's Store
Los Pollos,61.4963163264153,23.767973464026355,Fried Chicken Joint
M-market,61.49570955626179,23.76753482666269,Convenience Store
Kicks,61.49613408132096,23.767494072017975,Cosmetics Shop
Kultajousi,61.496026649251974,23.767482703154034,Jewelry Store
Jungle Juice Bar,61.496200603802194,23.76748853187243,Juice Bar
Telia Kauppa,61.49608559478147,23.767520764444875,Mobile Phone Shop
Kookenkä,61.49607638937395,23.767542922180343,Shoe Store
Cubus,61.49584990935843,23.767604622377867,Women's Store
PortaaliVR,61.4961,23.76924,Arcade
Moda Aukia,61.4960854586369,23.76750223823501,Women's Store
Sinooperi,61.49601977486905,23.767475395521117,Arts & Crafts Store
Bijou Brigitte,61.496067006200306,23.76743695460589,Jewelry Store
Petrifun,61.49627065164099,23.767518846835387,Boutique
Solteq,61.50082973644806,23.759517073631283,Office
Aktia,61.496199895243194,23.76922689759701,Bank
Otavalankatu 8,61.496402,23.770529,Residential Building (Apartment / Condo)
Flake Tattoo,61.496027,23.770442,Tattoo Parlor
Lankaidea,61.49592163861141,23.76959518365053,Hobby Shop
Tuomiokirkonkatu 23,61.496431,23.770883,Building
O'Connell's,61.49646374920863,23.77233724604743,Irish Pub
MeletiApp Oy HQ,61.496338,23.771681,Office
Europcar,61.49602087996511,23.772740364074707,Automotive Shop
AVO-Asunnot Oy,61.49622629948939,23.773906996814247,Office
VR InterCity 83,61.496255298832175,23.775793856219185,Train
Amica-ravintola Tulli Business Park,61.495161815569695,23.774907501533555,Corporate Cafeteria
Kauneushoitola Janna,61.49636527200162,23.775461210582666,Spa
TREDU T2,61.496326733312436,23.77606313752184,College Classroom
TREDU T1,61.49616357315393,23.776027730100978,College Classroom
Kahvila Kuusi,61.49633026123047,23.77659034729004,Café
TREDU kirjasto,61.49625611342042,23.776447548380695,College Library
Eetvartin keittiö,61.49591099613496,23.776245948389903,Diner
TREDU Teoria 4,61.49599456787109,23.77561569213867,College Classroom
Teorialuokka 4,61.49614152137319,23.776311208959438,College Classroom
Coffee Bar,61.49645833496066,23.77677164799664,Café
Hammasasema Hymy,61.49608653378078,23.77670959135218,Dentist's Office
Teorialuokka 12,61.49624252319336,23.77656364440918,College Classroom
TREDU ruokala,61.49609169305218,23.77685026224175,College Cafeteria
Eetvartin rappukäytävä,61.496239,23.775922,Other Nightlife
Keittiötukku,61.49601265983318,23.776739761985134,Furniture / Home Store
Kuvatikkaus,61.49631329688121,23.775512757273123,Shop & Service
Ravintola Myllärit,61.496072213473326,23.77808991771425,Scandinavian Restaurant
Steel Body Tampere,61.49615399207173,23.777634498631166,Gym
Aktiivi Fysioterapia,61.496338,23.777268,Physical Therapist
P-Tulli / Finnpark,61.49608633481854,23.778612079828008,Parking
TREDU Åkerlundinkatu,61.49607156709273,23.776599653237607,Trade School
Opetusravintola Eetvartti,61.49618784669736,23.776938910112158,Scandinavian Restaurant
Finnpark Oy,61.4999819,23.7558225,Parking
Tullin sauna bistro,61.495929,23.778548,Bistro
P Tulli Finnpark,61.49601220968746,23.777897307280373,Parking
Tulli,61.49612180344926,23.778354483484655,Neighborhood
markkinointiosakeyhtiö i2,61.49631646211944,23.778195088468,Office
Suomi-Venäjä Seura,61.496213,23.778365,Office
Intoloop,61.495939026904466,23.77707592966427,Tech Startup
Mielen ry,61.496194,23.779308,Non-Profit
Dream Hostel & Hotel,61.49615419394062,23.778873782974816,Hostel
Tullin sauna,61.49593,23.778757,Sauna / Steam Room
Tampereen Yleiskopio Oy,61.49623668254338,23.779444673116803,Convention Center
Suomalais-Venäläinen Seura,61.496225,23.779887,Office
Getaway room escape Tampere,61.496051600027414,23.77893090248108,General Entertainment
Ravintola Manseri,61.495918,23.779555,Restaurant
Kiipula,61.496087,23.779906,Community Center
Kampaamo Klippoteekki,61.49640756348904,23.77989315472621,Building
Juvenes-sali,61.49606459588758,23.77932049902829,University
Suomi Print Oy,61.4959438,23.7787312,Business Service
Oppimiskeskus,61.496164,23.779113,Student Center
Jmgroove Oy,61.496328,23.779053,Advertising Agency
Kankaanpään opisto,61.49627718447257,23.779147035300724,School
Room 16,61.496014,23.778797,Hotel
Effet,61.496168,23.778987,Coworking Space
"Mediamaisteri Group, Tampere, HQ",61.49626123923817,23.779471718311456,Office
Ravintola Tuhto,61.496253627480364,23.781284126658992,Scandinavian Restaurant
Tampere-talo,61.49621427616299,23.781053256864706,Music Venue
Iso Sali,61.495857,23.781379,Concert Hall
Tampereen kaupunginorkesteri Tampere Filharmonia,61.49595,23.78134,Cultural Center
Ravintola Duuri,61.49642181396484,23.7814998626709,Restaurant
Moomin Shop,61.4958,23.781445,Gift Shop
Café Soolo,61.496280262191696,23.781007904117235,Café
Muumimuseo,61.496186634479535,23.781122509524273,Art Museum
Haru Bar,61.496185,23.781247,Bar
pohjanmaa,61.49650573730469,23.781253814697266,Residential Building (Apartment / Condo)
Sopraano-sali,61.495959625718555,23.783432781180846,Convention Center
Nordic Congress of Dermatology,61.496208,23.782931,Convention Center
Sorsapuiston kenttä,61.496239,23.787029,Soccer Field
Luurakoluola,61.49614829794633,23.787169766053538,School
Hammashoidon luokka,61.49617197298657,23.786746401623287,School
Jäässä,61.495906829833984,23.786422729492188,Garden
minkkisen partybox,61.49637222290039,23.78761863708496,Well
Oravantie,61.496084,23.790992,Neighborhood
Kylän komein jätepiste,61.49655050799646,23.79126242990084,Building
Tarkonpuisto,61.495473723339636,23.79123928649927,Park
Kaalamonaukio,61.49785474045785,23.79186882237173,Plaza
Videotykki,61.496313565743854,23.79248458993347,Video Store
Kalevan Upper West Side,61.496100466834086,23.793402289796216,Residential Building (Apartment / Condo)
Miikan helikopteri,61.496405,23.792393,Moving Target
Kiratek Oy,61.496317,23.792252,Office
Kiinanmuurin hornankattila,61.49628288459752,23.797402566452014,Soccer Field
Sammonkatu 28,61.49628204652488,23.79706355565203,Building
Kiinanmuurin leikkikenttä,61.49620653373877,23.797187629361545,Playground
Sammonkatu 32,61.4964599609375,23.797679901123047,Residential Building (Apartment / Condo)
Kiinanmuurin Puisto,61.4961065824181,23.80026904906541,Park
Sammon Apteekki,61.4964485,23.8001499,Pharmacy
Katan Bilemesta,61.496136702367224,23.80134364963328,Residential Building (Apartment / Condo)
Uma's Take Away,61.4964764730142,23.802505953324573,Indian Restaurant
Teboil,61.49617478093853,23.802753256842678,Gas Station
Puls & Träning,61.4963305187011,23.80307567402928,Gym
Lounasravintola Elite,61.496139,23.803812,Restaurant
Teboil Carwash,61.49596458994003,23.80167794298248,Car Wash
55 Burger•Cola•Fries,61.49602458773319,23.80286629602331,Fast Food Restaurant
Bussipysäkki 4506,61.496156594978565,23.80408299608632,Bus Stop
Elite,61.49624920743046,23.803828787350266,Restaurant
As Oy Tampereen Kalevan Elias,61.496500921027845,23.803302110221658,Residential Building (Apartment / Condo)
Paku,61.496415,23.804785,Moving Target
Sammonkatu 37,61.496195,23.806286,Residential Building (Apartment / Condo)
Laukkasen Pyöräkorjaamo,61.49609915542852,23.80649007509334,Bike Shop
Miron Auto,61.496384,23.80529,Automotive Shop
Lapin Akka,61.4964330415469,23.807617369425635,Bar
Sammonkatu 43,61.49598932808665,23.808542673335918,Residential Building (Apartment / Condo)
Kaleva Craft Brew,61.496236,23.808803,Brewery
Pellervon kenttä,61.49607292427262,23.813936965183547,Soccer Field
TKL bussi Y99,61.496299482990906,23.82195843938149,Bus Line
Jessen Bemari,61.496037,23.821906,Moving Target
Hakametsän parkkipaikka,61.49586637305618,23.823652832196732,Parking
Siipiweikot,61.49598989683413,23.823793548222714,Wings Joint
haka1 punttisali,61.49600755242693,23.823894756378156,Gym
PCT Flash Kisabussi,61.496211,23.823245,Moving Target
Hemingway's,61.49601744376621,23.824365478672217,Bar
Wanha Mestari,61.49623371245283,23.824467723462657,Pub
Yläpesä Hakametsä,61.496122404586416,23.82443727924556,Pub
Siipikellari,61.495907,23.824527,Wings Joint
Grand Star Cafe,61.49593895965071,23.824281692504883,Restaurant
Hullu Poro (Hakametsä),61.496041360010025,23.824024200439453,Restaurant
Tapparakommuuni,61.49647406642908,23.82651659170937,Assisted Living
Teho & Tuho kaksikko - Kämpillä,61.496142969767895,23.827049941002382,Residential Building (Apartment / Condo)
Ompelimo Sari,61.49649878773416,23.829463863812723,Other Repair Shop
Hius- ja kauneuskeskus Mimando,61.49643171254995,23.828614170027272,Salon / Barbershop
Cerafiina,61.496222,23.829052,Salon / Barbershop
motskarilla,61.496437072753906,23.832551956176758,Moving Target
Samulin Pärinäluukku,61.49623564073398,23.832456457480284,Residential Building (Apartment / Condo)
Jampun Palatsi,61.496035,23.833188,Residential Building (Apartment / Condo)
Neijing-koulu Tampere,61.495969081771975,23.833993565917574,Building
Takahuhdinkatu,61.49613423030481,23.83378978398461,Road
Pyynikin urheilukenttä,61.49581607877464,23.74368667602539,Soccer Field
Mäntykatu,61.494755,23.746854,Neighborhood
TYK Oppilaskunnan tila,61.495837346322475,23.746545564009185,High School
Englanti,61.49581079886583,23.7467180799046,College Classroom
kuvataidekerho,61.49530849777939,23.746336214829864,Art Gallery
pullerin jalkapallokenttä,61.495341780988895,23.744874039949693,Soccer Field
termari,61.49558639526367,23.746562957763672,Residential Building (Apartment / Condo)
TYK Fysiikan labra,61.49580007214854,23.746469532537986,School
Tyllin kirjasto,61.49586727919864,23.746604919433594,School
kellyllä,61.4953727722168,23.746492385864258,Building
TYK Äidinkieli II,61.49590416340792,23.746689951658716,High School
Nippon Verkko Oy,61.49575081344068,23.74738964315646,Shop & Service
Parturi-Kampaamo Jatz,61.495435,23.74735450744629,Salon / Barbershop
Mummola,61.495672,23.747186,Residential Building (Apartment / Condo)
Kampaamo Looks,61.495383926671636,23.7475706013512,Salon / Barbershop
Kauneushoitola Halina Vento,61.495747502061185,23.746914627481672,Spa
R & J's home,61.49547509600733,23.747618714893786,Other Nightlife
tiian partyhouse,61.49546593158299,23.747126149338147,Residential Building (Apartment / Condo)
TYK pieni kielistudio,61.49578991151772,23.747045518536087,High School
musta nahkasohva,61.495342,23.747399,Furniture / Home Store
Bussipysäkki Koulukatu,61.49555687842554,23.74742196234263,Bus Stop
TYK Äidinkieli,61.495903272406466,23.747093689905387,High School
Tylli Espanja,61.49652052926554,23.748098007597118,High School
Suvin Spa,61.495475,23.748172,Residential Building (Apartment / Condo)
Suvitaito,61.49567642088563,23.748384366724572,Spa
Aaros Mcar,61.49578094482422,23.74781608581543,Moving Target
TYK Fysiikka,61.49589427792027,23.746890978510788,High School
Tykin bileparkkis,61.4958533691815,23.7479441799445,
tpa Luokka C182,61.49536895751953,23.74788475036621,Trade School
TYK Iso kielistudio,61.49586860124217,23.746652645466245,High School
musiikki kirjasto,61.495382,23.748408,Library
HANEE,61.495365142822266,23.748493194580078,Moving Target
H23 Agency,61.495728,23.749686,Design Studio
Benin Lähikauppa,61.49574515335168,23.749735150850498,Residential Building (Apartment / Condo)
MHS Lähikauppa,61.49574389902508,23.75001573504174,Deli / Bodega
"Depin ""nostomaja""",61.495701,23.75,
Lounaskahvila Lumous,61.495803,23.749863,Café
Elinan Mummola<3,61.495416,23.74872,Residential Building (Apartment / Condo)
Hennin himpsu,61.49532699584961,23.748804092407227,Wine Bar
Mummin majatalo,61.49548927542099,23.748577055752452,Bakery
Takuuvälitys,61.49589518981307,23.74882879145976,Office
reettan krib,61.495401654318925,23.750300608592205,Building
Fysiko Pyynikki,61.495868,23.748681,Medical Center
TTT-vanha päänäyttämö,61.49566198482302,23.752093208236587,Theater
Lenin-museo,61.49574525199199,23.751939697638644,History Museum
papinkadun porttola,61.495502,23.750752,Residential Building (Apartment / Condo)
Loco,61.495883,23.751248,
Tutkivan teatterityön keskus,61.49553244778977,23.752098965757114,Performing Arts Venue
Amk studio,61.495827257027486,23.75215821562005,University
Papinkatu 5,61.49573870581054,23.75050955922974,Residential Building (Apartment / Condo)
Papinkatu 7,61.49531969433362,23.750784411793877,Residential Building (Apartment / Condo)
Tampereen Työväentalo,61.495900624014716,23.75223472967434,Building
Elisan Hyvinvointi ja Hieronta,61.495891243254654,23.750771232228548,Spa
Teatteri Siperia,61.49532455041748,23.75171184539795,Theater
BistroBistroBistro,61.49549119630452,23.75103116848856,Diner
eijan vauhtivolvo 🚙💨,61.495867,23.752021,Taxi
Idan LoveHotel,61.495479,23.752205,Residential Building (Apartment / Condo)
Tiiun käsi -ja jalkahoitola,61.49580088848347,23.750601603187047,Spa
villen ja jennin boxi,61.49551412824493,23.752096739109746,Bar
kuntofysio,61.49590233506809,23.750413314108805,Gym
TEDxProacademy,61.495677,23.752246,Event Space
Marttala,61.49549730792508,23.752640926610162,
Hämeenpuiston Crackluola,61.495661,23.75325,Residential Building (Apartment / Condo)
House of Love,61.495581,23.752904,Residential Building (Apartment / Condo)
TTT Pukuvuokraus,61.495425260690325,23.753267978739615,Clothing Store
Annin Salonki,61.49560634856918,23.752906211066573,
Midnight Tattoo,61.495831,23.754025,Arts & Crafts Store
Matkapojat,61.495415670001734,23.75305041871247,General Travel
Leivon leipomo,61.495785372075055,23.75353361503088,
jennis office,61.49579257447738,23.752585284314954,Coworking Space
Pyryn pussywagon!,61.49531936645508,23.75253868103027,Moving Target
Glohair,61.495676,23.755321,Salon / Barbershop
Studio Vintti,61.495497,23.754968,Yoga Studio
Amelié,61.495563,23.754975,Art Gallery
Solarium Studio,61.49569215323161,23.754967056301908,Tanning Salon
Näsilinnankatu 34,61.49552033756658,23.75479156595616,Residential Building (Apartment / Condo)
Sähkökonepalvelu Saxholm Oy,61.49531936645508,23.755678176879883,Miscellaneous Shop
Next Care,61.49555982704587,23.75482245651354,Salon / Barbershop
Lähi-itä,61.495873451797124,23.754709785873587,Residential Building (Apartment / Condo)
Adi Kalusteet,61.495436,23.755191,Distribution Center
Beauty Drop,61.495501001506895,23.755822557397188,Spa
KAIKU,61.495536,23.754971,Office
Kaisan Korjaamo,61.49556581262769,23.754529275180165,Nail Salon
Kehys Meka,61.49531825141072,23.755648031042842,Arts & Crafts Store
K. Kalap & J. Jokela,61.49567955978946,23.754292638793828,Spiritual Center
Laivapuiston perhekahvila,61.49538195307687,23.755750605754063,Playground
Kauneushoitola Mh,61.495578,23.757569,Spa
Free Bird Tattoo,61.49553889669493,23.75673500895467,Tattoo Parlor
OnnenOvi,61.49579917967132,23.757910466795998,Gift Shop
Meikkistudio Elina K.,61.49585505706582,23.757437602944982,Cosmetics Shop
Jämerä,61.49588254269695,23.757584356209218,Office
Ravintola LiV,61.495499,23.759769,Restaurant
Radiokulma,61.495321988229996,23.759723938134954,Antique Shop
Hammasfakta,61.495784759521484,23.75956153869629,Dentist's Office
Wenmei,61.495457,23.758144,Health & Beauty Service
Kirpputori-Café Tarina,61.49569089248944,23.76140158039494,Flea Market
Luontokauppa,61.4955908205306,23.760549545288086,Miscellaneous Shop
Kantriina,61.49568407673502,23.76063028181343,Furniture / Home Store
My Elle,61.49531,23.760982,Café
Kesäkahvila,61.49533722763286,23.761162294355245,Café
By Elle,61.495356513920946,23.761384895311796,Café
Laukontorin Antikvariaatti,61.4955498352117,23.75990867614746,Used Bookstore
Torikahvila Kahveli,61.49534556186981,23.761589496322035,Café
Laukontorin Munkkikahvila,61.49529552608673,23.761581959478075,Donut Shop
Homeopaattinen putiikki,61.49553429359481,23.75993067158706,
Captain Hook,61.495630964639574,23.763266655276766,Wings Joint
Fysio Profarm,61.495613,23.763235,Physical Therapist
Kehräsaaren kesäkauppa,61.49543,23.762706,Miscellaneous Shop
Pihlajalinna,61.49537918122606,23.76333675933946,Medical Center
Parturi-Kampaamo Alias,61.49544958152467,23.763308643808216,Salon / Barbershop
Kuopus,61.49548542966841,23.762806135238453,
Laukontorin Grilli-Kahvio,61.49534723322108,23.761792038192485,Fast Food Restaurant
Radio City,61.495574,23.762867,Radio Station
Pirkanmaan Yrittäjät,61.495487473094,23.76326491068891,Office
Pikku Putiikki,61.49582847316716,23.763493864028188,Gift Shop
Ateljeekatu,61.495666591251826,23.76295837437471,Arts & Crafts Store
stara.fi,61.495657,23.762478,Office
Kuppi,61.49560836739946,23.763409291583354,Café
Viihdelehti Stara,61.495876550525615,23.76344447965937,Office
SBS Discovery Radio Tampere office,61.4958258346612,23.761899238542767,Office
Stefan's Steakhouse,61.495713677673905,23.764071464538574,Steakhouse
Ranta,61.495638473023924,23.76550357266866,Nightclub
Kehräsaari,61.495624262450406,23.763483453243904,Pedestrian Plaza
Villa Vintti,61.49580839721862,23.764248069252417,Meeting Room
Radio 957,61.495508874461365,23.764007091522217,Radio Station
Vihreä toimisto / Tampereen vihreät,61.495369983840725,23.764464378648928,Office
Bauer Media,61.495612,23.764252,Office
Iskelmä,61.49557031556665,23.763771057128906,Office
semio,61.49582,23.764941,Advertising Agency
Tutkimustoimisto Puosi,61.495713677673905,23.764039278030396,Office
Wacky Tie Films,61.495275789684,23.76487138604365,Office
Kehräsaaren Kuppi,61.49553724247176,23.763924311943022,Café
Teknologiateollisuus ry / Pirkanmaa ja Keski-Suomi,61.49544,23.76382,Recruiting Agency
Jofielin kahvila,61.49573847496642,23.764047157663768,Café
Dextra Lääkärikeskus Tampere Kehräsaari,61.4956188,23.7637548,Doctor's Office
Valohuone,61.495418,23.765093,Photography Studio
First Floor Style & Beauty Center,61.49544935695411,23.763658460602343,Spa
H. Liljeroos,61.495796550345275,23.76382592220462,Professional & Other Places
Tampereen Venetsialaiset,61.49552423474906,23.765476942062378,Performing Arts Venue
Finnkino Cine Atlas,61.495574167509,23.765783588168922,Movie Theater
Cartel,61.495753507870546,23.766121676786536,Board Shop
Intersport,61.49610959858686,23.76745475464837,Sporting Goods Shop
Koskikeskuksen Saunatila,61.49542295326661,23.766435092067823,Sauna / Steam Room
Hemtex,61.495626086098326,23.765906561670622,Furniture / Home Store
Stadium,61.495794806982474,23.76728237991142,Sporting Goods Shop
Kolmiot,61.495514,23.76606,Nightclub
Jack & Jones,61.49551840607954,23.767202403713327,Clothing Store
Hullu Poro,61.495664020860445,23.765882970639336,Bar
Koskikeskuksen Apteekki,61.49574070087529,23.767077557633222,Pharmacy
Silmäasema,61.49555038495655,23.767611103215007,Optical Shop
Vuolteensilta,61.49541968864204,23.765061534941193,Bridge
Skopunkten,61.49557241521499,23.76741941845001,Shoe Store
Gina Tricot,61.49568985987373,23.76763061358553,Women's Store
Laatukoru,61.49558567917374,23.767334546512938,Jewelry Store
JC Jeans Company,61.49556273333823,23.76776522582877,Clothing Store
Gamestop,61.49545089087414,23.768429493686913,Video Game Store
City Tokmanni,61.495756911882346,23.767502901591193,Discount Store
Subway,61.49551161593569,23.768437899206862,Sandwich Place
Minetti Jäätelö,61.49559924405288,23.767853379249573,Ice Cream Shop
Tiger,61.49544584261919,23.7683813249368,Gift Shop
Manhattan Steak House,61.495517094513716,23.767693271450554,Steakhouse
Ståhlberg Home Bakery & Café,61.49573472967999,23.76746484679764,Café
Dextra Koskiklinikka,61.49561303831151,23.76737791594203,Medical Center
Finlayson Popup Outlet,61.495396,23.767551,Outlet Store
The Body Shop,61.49556489382112,23.76769803528971,Cosmetics Shop
Golden Rax Pizzabuffet,61.49540112823109,23.76774776726961,Pizza Place
Koskikeskus,61.495586407732674,23.76755698103618,Shopping Mall
Suomalainen kirjakauppa,61.49599417475262,23.76758486504685,Bookstore
Café Linkosuo,61.495679,23.767139,Café
Oral Hammaslääkärit,61.495538,23.767757,Dentist's Office
Luckiefun's Restaurant,61.49543,23.768282,Japanese Restaurant
BR-Lelut,61.49538262049271,23.766952407769836,Toy / Game Store
Pihlajalinna Koskiklinikka,61.495419,23.767594,Medical Center
Classic American Diner,61.49560383498164,23.767500814982274,American Restaurant
P-talo Koskikeskus,61.495535164362444,23.767710962324717,Parking
Lindex,61.497557,23.766689,Clothing Store
Specsavers,61.49563097167897,23.76735469400581,Optical Shop
Change Lingerie,61.495634,23.767391,Lingerie Store
Pentik,61.49562151639509,23.767483234405518,Gift Shop
Polarn O. Pyret,61.495504,23.767429,Baby Store
Vila,61.495822,23.767617,Women's Store
Koskiröntgen,61.49559,23.76771,Doctor's Office
Vinoteca del Piemonte,61.49561385903592,23.770082570396323,Italian Restaurant
Nittaya Thai & Laos,61.495676133776286,23.77066706594981,Asian Restaurant
Katmandu,61.49589212755466,23.769510075375027,North Indian Restaurant
Hifi Studio,61.49571668726484,23.770942780474524,Electronics Store
Parturi Aleksi 37,61.495642,23.769431,Salon / Barbershop
S.E Parturikeskus,61.495793505281064,23.77169461324386,Salon / Barbershop
Bike King,61.49568566,23.7720116,Bike Shop
Kuomed Kuulostudio,61.49565,23.77169,Miscellaneous Shop
Valokuvaamo KLIK,61.49575389927004,23.772066309385977,Photography Studio
Pihlajalinna Hammasklinikka,61.4964118,23.7562736,Dentist's Office
Watami Sushi,61.495557,23.771304,Sushi Restaurant
A-print,61.4958799511107,23.772346205119064,Office
Hertz Downtown,61.495580240185916,23.77244609040682,Rental Car Location
Kansainvälinen toimintakeskus,61.495716485843964,23.772538943462788,Community Center
Tanssikoulu Tanssis,61.49562151639509,23.771774768829346,Dance Studio
Opus Capita Oy,61.49557710461816,23.774869148122452,Coworking Space
Saavutus,61.495657,23.774917,Meeting Room
Solita,61.49560758401398,23.77513965760977,Office
Tulli Business Park,61.4955680649242,23.775240335973812,Office
M-room,61.49553948471291,23.77519626124106,Salon / Barbershop
Pendoliino,61.495403,23.77552,Building
Oral Hammaslääkärit,61.49583428596732,23.776774193799564,Dentist's Office
Åkerlundinkatu,61.495882919071995,23.7766919971325,Road
Geniem Oy,61.49572371050669,23.77642694172086,Office
Netum Oy,61.49577111772814,23.777089355844822,Building
Mikroluokka 50,61.495361,23.778368,College Lab
Tampereen yliopisto Yhteiskuntatieteiden tiedekunta,61.49499,23.77797,General College & University
Tampereen Pienteollisuustalo Oy,61.495402397023945,23.77840067570829,Building
Mikroluokka 51,61.49558592090073,23.77787404344684,College Classroom
Newelo Oy,61.495280174280836,23.77887724741413,Tech Startup
