0,1,2,3
Nordea,61.4983232595067,23.769064954631453,Bank
JHL aluetoimisto,61.49869894247682,23.76919673154861,
Stockmann Herkku,61.49854512170463,23.770388849375614,Grocery Store
Stockmann,61.49903,23.77037,Department Store
espresso house,61.498434,23.770521,Café
Alko,61.49880569635189,23.77042447569173,Liquor Store
Kitchen & Café Tampere,61.49847815210839,23.770651182038467,Café
Robert's Coffee,61.498565087720394,23.769930180008696,Coffee Shop
Q-park,61.49854590586769,23.77038089435227,Parking
Power,61.498507,23.770545,Electronics Store
Xs Lelut,61.498639,23.770529,Toy / Game Store
Dollyn donitsi,61.49851422634427,23.77041220664978,Donut Shop
Bussipysäkki 0504 Rautatieasema C,61.49849263986934,23.77081832307316,Bus Stop
Bussipysäkki 0505 Rautatieasema A,61.49848836422796,23.77070336709372,Bus Stop
Nysse Bussi 6,61.498518848945906,23.770758088455633,Bus Line
Tuomiokirkonkatu,61.49833361652744,23.77007054768912,Road
Hanko Sushi,61.498428,23.769902,Sushi Restaurant
Powau,61.49845,23.770891,Café
Burger King,61.4987,23.77124,Fast Food Restaurant
Bussipysäkki 0508 Rautatieasema D,61.49869117741377,23.772454399685607,Bus Stop
Silmäasema Silmäsairaala,61.49831583984452,23.769656363793437,Optical Shop
Pirkanmaan Syöpäyhdistys,61.4983559441271,23.7698389687464,Building
VR Tampere,61.49841187696991,23.772924067725203,Train Station
Brander Cafe,61.49851889602887,23.77219025745724,Café
Tiger,61.49854643114593,23.771287941308792,Gift Shop
Raide 2,61.49833649031234,23.773615646258516,Platform
Avain-Korkobaari,61.49845296956859,23.77225203288006,Miscellaneous Shop
Robert's Coffee,61.49844766833487,23.772435170580604,Coffee Shop
Asematunneli,61.49854941212349,23.77227341922749,Tunnel
R-kioski,61.49848855031015,23.77130849299793,Convenience Store
TKL bussi 90,61.49896653260519,23.7737237097136,Bus Line
R-Kioski Asema,61.49849886753263,23.773040771484375,Convenience Store
Asema-aukio,61.49845754495975,23.77258188568417,Plaza
Ale Pupi,61.49848367855123,23.77145172590023,Bar
Metosin,61.498535,23.771165,Tech Startup
Raide 5,61.49812045368188,23.774050127314855,Platform
K-Market,61.49882254474155,23.77484434564426,Grocery Store
Pizzeria La Gare,61.49871166912286,23.77431815553456,Pizza Place
VR IC 86,61.498642216146315,23.773813247680664,Train
VR IC 465,61.498478,23.773843,Train
VR InterCity IC 174,61.498320254795395,23.7734148437038,Train
Raide 1,61.49816320745405,23.773359361538205,Platform
VR Pendolino S 84,61.49807203030916,23.77399584959124,Train
VR IC 475,61.4983474180454,23.773998294429273,Train
Rautatietunneli,61.49884495141512,23.773924826527946,Road
VR InterCity IC 924,61.4982833559649,23.773927111458853,Train
VR IC 461,61.498600786080594,23.773799498890813,Train
VR IC 175,61.498478,23.774732,Train
VR Pendolino S 165,61.498529,23.773658,Train
VR InterCity IC 922,61.49812586029535,23.774097715029665,Train
VR Pendolino S 42,61.49832213874658,23.773403047935187,Train
Vr Pendolino S 143,61.49838,23.773888,Train
VR Pendolino S 53,61.498348603336424,23.773982783780234,Train
Semafori,61.49874890646436,23.772121579014982,Bar
VR InterCity IC 24,61.49881,23.773308,Train
Punnitse ja Säästä,61.49816123471367,23.77237065297586,Organic Grocery
VR IC 144,61.498354,23.773892,Train
VR InterCity IC 1212,61.498466,23.773832,Train
VR Pendolino S 44,61.49841695374256,23.773856163024902,Train
VR Pendolino S 45,61.49858481458405,23.773393502899467,Train
VR H 9686,61.498422568590534,23.77364441112961,Train
VR Jyväskylä,61.49832019834009,23.774070890368144,Train
VR InterCity IC 265,61.498415,23.774853,Train
VR H 467,61.4988882212757,23.773708069047032,Train
Central Cafe & Bar Pikari,61.498459,23.773072,Snack Place
VR InterCity2 IC2 177,61.49868317277175,23.774049282073975,Train
VR Pendolino S 49,61.498806,23.77404,Train
VR R-juna 9732,61.498235,23.773887,Train
IC 909,61.498345,23.773841,Train
Itsenäisyydenkatu,61.49881423367707,23.775706287453186,Building
Majurin Sauna,61.49857682742866,23.77524516625747,Sauna / Steam Room
Coffee or Tea,61.49843948080628,23.775508403778076,Café
Petrasol Business Center,61.498741326345865,23.775763529820818,Office
Club Tunneli,61.49879,23.775773,Pub
Silmäasema,61.498841,23.775135,Optical Shop
Bar Burrito,61.498726265942544,23.776337458595687,Burrito Place
Söpö Himalaya,61.4985642891232,23.775192901330044,Himalayan Restaurant
Pirkanmaan Erikoiskuntoutus,61.49860416719842,23.775153530918672,Professional & Other Places
Tampereen Musiikkijuhlat,61.498661,23.776475,Office
Postin Hammasklinikka,61.49886623246952,23.77577680088662,Dentist's Office
Designtori,61.498652,23.776657,Arts & Crafts Store
Valtteri Festival,61.498512,23.776628,Music Venue
Atos IT Solution & Services,61.48053428743165,23.783613291889782,Office
Bar Passion,61.498539824346786,23.777847290039062,Bar
Tullikamarin aukio,61.49815619478497,23.7774579700416,Plaza
Pizza Eiffel Kebab,61.49879781781538,23.777647904306654,Kebab Restaurant
Tentti,61.498854264337346,23.777700323596612,Bar
Klubi,61.49855309781042,23.776936943164284,Nightclub
Pakkahuone,61.498283476184625,23.776886063113228,Music Venue
Resurssipaja,61.498777,23.777608,Non-Profit
Tampere Film Festival office,61.49864209414811,23.777416746542016,Office
Tullikamarin Kulttuurikeskus,61.4982114252036,23.777535850951654,Non-Profit
Bussipysäkki 0509,61.498994408660884,23.77737875974279,Bus Stop
Circus Ruska Festival,61.49841368267301,23.777057650094736,Event Space
Aikakone,61.498857237828396,23.777482509613037,Record Shop
Attila,61.49884359471914,23.779464862282072,Office
Bussipysäkki 0560,61.498553899879106,23.779789553126083,Bus Stop
VR IC² 164,61.49841595283834,23.779218836565956,Train
ELY-keskus Pirkanmaa,61.49853696134585,23.77919452301288,Capitol Building
Maanmittauslaitos,61.49863,23.77918,Construction & Landscaping
Yliopistonkatu 39,61.498547977586846,23.780437585343797,Residential Building (Apartment / Condo)
Tonin Auto,61.498741,23.780226,Moving Target
GH:n Temppeli,61.498562,23.77941,Spiritual Center
Teemun Dodge,61.498826,23.779763,Moving Target
Jounin himoHikkeVitonPeräloosteri,61.498898,23.780512,Moving Target
Hakasen leipomo (kahvila/myymälä),61.49888460665205,23.78110018287042,Bakery
Ylioppilasteatteri,61.498748054848434,23.782172734059348,College Theater
3D Crush Café,61.49886619155155,23.7813855178041,Café
Visma Software Oy,61.498486866134144,23.781970938733913,Office
Aleksin amispopit,61.4986686706543,23.781391143798828,Moving Target
Fatsun Luksuslukaali,61.4985466003418,23.781768798828125,Residential Building (Apartment / Condo)
Liiviliike Amelie,61.498802,23.782209,Lingerie Store
Hella & Huone Deli,61.49869145191674,23.78404388910026,Restaurant
Yliopistonkatu,61.497846845036605,23.781179721101946,Road
Tammela,61.49870706761192,23.784125912105363,Neighborhood
Tukkapysäkki,61.49880871947704,23.782650364007214,Salon / Barbershop
Koiviston Peliluola,61.498353263472445,23.78354192322276,Gaming Cafe
Yesterday,61.49879006740733,23.783046752515055,Flea Market
Mimas Beauty,61.498785564099485,23.782997131347656,Cosmetics Shop
Vilman Palatsi,61.498533137579464,23.784143833353262,Residential Building (Apartment / Condo)
Tansun Bachelor Pad,61.498842,23.783284,Assisted Living
Jumppamiehen rötväyssohva,61.49877973414157,23.784165931697068,Sports Bar
Lähteenkatu,61.49875953923176,23.783981923422512,Road
Anun menopeli,61.49849838454015,23.78403653075727,
Salhojankatu,61.4988425716471,23.784288640631797,Road
iltalenkki,61.49877929504835,23.784190201116644,Field
itsenäisyydenkatu 25,61.498857463876945,23.783965083590964,Bus Station
Saaran partyboksi,61.498801434645415,23.78420167275493,
B 207,61.49861145019531,23.784006118774414,College Classroom
Nysse bussi 29,61.49809189181424,23.76371940058306,Bus Line
Welukontu Workshop,61.498423563225096,23.78549143958601,Non-Profit
Bananas,61.493992,23.814125,Office
Bussipysäkki 4500,61.498416723879195,23.78999071791866,Bus Stop
Tammerkosken lukion ruokala,61.49838848865271,23.789151326462417,High School
Työväenopisto,61.49849040429805,23.788469239682186,Community College
Auditorio,61.49835202822153,23.78968690401006,High School
Sarvijaakonkatu,61.49859315696665,23.789692497438523,Road
Sampolan kirjaston neuvotteluhuone,61.49844327355059,23.788567556945676,Meeting Room
Joulun Suuret Tanssitapahtumat by TBO,61.498447,23.788357,Performing Arts Venue
Kanervan kidutuskammio,61.498313,23.789158,College Classroom
Lääkis Kurssilla..,61.49842882794068,23.789928893718457,Student Center
Kukkakauppa Tiina Rantala,61.49817459956505,23.791183501675,Flower Shop
Liisankallio,61.50099135574512,23.793109263288,Neighborhood
Bussipysäkki 4501,61.498508407726916,23.790641023473995,Bus Stop
Kalevan Kirkon Parkkipaikka,61.498574843458215,23.793442265251887,Parking
Jessin yksiö,61.49873555641033,23.793711905779254,Assisted Living
Teemun ja Lotan kämppä,61.498355865478516,23.7956600189209,Residential Building (Apartment / Condo)
jenna's bed♡,61.49845504760742,23.794309616088867,Residential Building (Apartment / Condo)
jennan kotonen,61.498538178362,23.79389371445725,
Pellervonkatu 3,61.49879299908577,23.801050502036723,Residential Building (Apartment / Condo)
Pyhän Aleksanteri Nevskin ja Pyhän Nikolaoksen Kirkko,61.498436352698796,23.800511947303242,Church
Mormonikirkko,61.498803,23.80056,Church
Mormonikirkko - LDS church,61.4989,23.8008,Spiritual Center
"Anskin journalismin, viinin ja urheilun mekka",61.4986,23.8013,Residential Building (Apartment / Condo)
Punanaamio,61.498899582408164,23.800302994343546,Building
loppulämmöt,61.498619079589844,23.802255630493164,Hockey Field
Domuksen päiväkoti,61.49831111348891,23.80487034995156,Daycare
Kiovanpuisto Domus,61.49875883030019,23.803839621503034,Playground
Lujatalo työmaa,61.498381608347295,23.805398486858774,Building
Sammon päiväkoti,61.49826247491867,23.809642607069883,Daycare
Hippospuisto,61.49888795509023,23.812952041625973,Park
Ortopedian Osaston Partsi,61.498600006103516,23.81528091430664,Hospital
Tie 65,61.49832308262328,23.81486040276818,Road
Hippostupa,61.49884196605871,23.817899525265027,Residential Building (Apartment / Condo)
TOAS Kissanmaa,61.498854,23.819924,Residential Building (Apartment / Condo)
Karkki's & Mikko's,61.498875,23.820122,Housing Development
Bussipysäkki 5113,61.49872947335093,23.82046914038175,Bus Stop
Kissanmaan hyötyjätepiste,61.49831008911133,23.82113456726074,Recycling Facility
lenkillä,61.498329162597656,23.822429656982422,Other Great Outdoors
"nikita""s place",61.498700217838255,23.822457079391995,Residential Building (Apartment / Condo)
Hakametsän luistelukenttä,61.49864949943823,23.823713879455624,Skating Rink
Kissanmaan koriskenttä,61.498775324981885,23.82359504699707,Basketball Court
lukutuokio,61.49854397341916,23.82467690996241,Motel
Rillaamista,61.4983546765031,23.82999017212961,Diner
laakson palatsi,61.4989,23.829664,Building
lauran bordelli,61.4988899230957,23.833843231201172,Residential Building (Apartment / Condo)
Pyynikintori,61.49771523616045,23.742112898353124,Plaza
Bussipysäkki Pyynikintori,61.49785541329007,23.74353665423051,Bus Stop
Bussipysäkki 0029,61.49775666969396,23.741994272186442,Bus Stop
Ravintola Heinätori,61.49753379737263,23.740865751656024,Restaurant
Tu Huong (Pyynikintorin kiinalainen),61.497927,23.742659,Chinese Restaurant
Bussipysäkki 0028,61.49790567687237,23.74264902674454,Bus Stop
Nigeria,61.497993501601265,23.74246232059929,Travel & Transport
Garage 66,61.498097729353525,23.7411133287062,Non-Profit
formulahden rallimazda,61.49808883666992,23.741960525512695,Moving Target
Maja/Talo,61.49774172897575,23.743852208901778,Pub
Pirkankatu,61.49784853329312,23.74290389629427,Road
Tampere-Nokia Pyynikintorin Bussipysäkki,61.49788639710055,23.743504489284877,Bus Stop
Parturi-kampaamo I.L.O,61.49776137929256,23.743722302312936,Nail Salon
Tampereen taidemuseon Muumilaakso,61.498264978424174,23.743120786039036,Museum
Harppuluokka,61.498108367302606,23.742860241164227,Jazz Club
CloudBear,61.49818782064949,23.744664758676162,Residential Building (Apartment / Condo)
Satakunnan Liikenne Tampere - Turku,61.497855142654906,23.743608457355776,Bus Line
Saranen Consulting Oy,61.498116,23.744825,Office
Kuntokeskus Actic,61.497901467872225,23.746309876441956,Gym / Fitness Center
Parturi-Kampaamo Etkopaikka,61.49772262573242,23.74563980102539,Salon / Barbershop
Pyynikin uimahalli,61.49821028161535,23.746593121410744,Pool
Cafe Aleksanterinpuisto,61.49818522652549,23.74474456083927,Restaurant
Puutarhakatu 22,61.498283202547846,23.745955524992375,Building
Tampere Volunteer Fire Brigade (Tampereen Vpk),61.49787684003257,23.747706077541388,Fire Station
Kortelahdenkatu,61.498299721166646,23.74673599498619,Road
Saskia,61.49780078754401,23.748265651327813,Art Gallery
Bussipysäkki 0024,61.49769810431813,23.75020659946166,Bus Stop
Metson parkkipaikka,61.49794744491224,23.749547674009087,Parking
Nysse bussi 11,61.49787982445359,23.749587935948227,Bus Line
Metson pysäkki,61.497777874632924,23.74997613940146,Bus Stop
Wanhat Salissa,61.49797,23.748969,Music School
Hiekan taidemuseo,61.49783824961557,23.748690978717402,Museum
SPR Tampuri,61.498189,23.749248,Event Space
metson kattohuoneisto,61.49812449143704,23.750233721420734,Residential Building (Apartment / Condo)
Heidin Ja Mikon Koti,61.498202,23.748837,Building
Hammasklinikka Kruunu,61.49776138557388,23.74914534363395,Dentist's Office
Pääkirjasto Metso,61.49816097175845,23.75066041946411,Library
Kirjastokahvila Metso,61.497773461661794,23.750894771114332,Café
Metson lukusali,61.497743791121614,23.75094367901844,Library
Taksitolppa 1,61.497946,23.751332,Taxi Stand
Metson kuuntelucorner,61.4982347791299,23.751410562245884,General Entertainment
Metson musiikkiosasto,61.497957993381505,23.750947356200573,Library
Lehmus,61.49815,23.751298,Auditorium
easyfit,61.49785702529618,23.751025968219647,Gym / Fitness Center
Kivimuseo,61.49802786029437,23.750896453857422,Science Museum
Ukkometso Puistro,61.497774,23.752011,Beer Garden
Satokatu,61.498063,23.751793,Farmers Market
Metson Kindergarten,61.498268,23.750982,Playground
Messi,61.49823252777709,23.751112956822656,Event Space
Galleria Ismo Malkki,61.49806635819403,23.751304574963203,Art Gallery
Muumimuseon Kauppapuoti,61.497868268124265,23.75180190482219,Gift Shop
Pääkirjasto Metson luentosali 4,61.49815962355,23.751390650563554,Library
Pasastar Oy,61.497711181640625,23.751529693603516,Building
Sinisen pallotuolin valloittama,61.497977,23.751057,Library
Salon Carita Dahl,61.498226165771484,23.750402450561523,Salon / Barbershop
Keittiö kadulla&kylässä,61.51720222405257,23.666580650768893,Food Truck
Kievari Kahdet Kasvot,61.49795899764697,23.753764435492773,Pub
Studio Snygg,61.49786644870691,23.75301119624537,Health & Beauty Service
Kämmenkehrä,61.498185297915356,23.75355166855163,Spa
Kauppakadun Rauta,61.497964376664726,23.753582953359,Hardware Store
Vapaudenpatsas,61.497598279991514,23.752098542746683,Monument / Landmark
Ukkometso,61.4978371884347,23.752517043809316,Gastropub
Hämäläinen Grilli,61.49789,23.75274,Fast Food Restaurant
hämeenpuiston luistelurata,61.49792543861727,23.753349708053797,Skating Rink
LookLike,61.497846997955314,23.75308818431213,Salon / Barbershop
Boknäs,61.49812000676542,23.752322757682396,Furniture / Home Store
Valokuvakeskus Nykyaika,61.497859,23.754084,Art Gallery
Palatsin Stand Up -kellari,61.49772896347036,23.753814056245115,Comedy Club
Rasia,61.498116615309726,23.75233060942545,Health & Beauty Service
Bar K,61.497932094536345,23.755017194256762,Bar
Vilkas Group Oy,61.497974381792794,23.755084181835873,Office
Aito Säästöpankki,61.49792368944399,23.75460117587583,Bank
Vanha Kustaa,61.497973588119116,23.754956807966387,Bar
Villiluumu,61.497944,23.755847,Arts & Crafts Store
Ravintola Tiiliholvi,61.498226136785604,23.755867180089947,Scandinavian Restaurant
Piruetti,61.49790127981632,23.754175985937373,Hobby Shop
Yo-talo,61.49808318940684,23.755969020779737,Rock Club
Ravintola Artturi,61.498024286103174,23.75589245219445,Pub
Parturi-Kampaamo Ari Sandberg,61.49812231986307,23.754631176768605,Salon / Barbershop
Tik Salonki,61.498287,23.754216,Health & Beauty Service
Kustaa Bar & Kitchen,61.498256020214484,23.75698774687221,Restaurant
Nordea Pankki Suomi - Yrityspalvelut,61.49795346130133,23.75731097389961,Bank
Juvenes Sauna Kauppakatu,61.49809961996656,23.757745047241162,Sauna / Steam Room
Bistro Venla,61.49811328390645,23.75746074493688,Salad Place
Seele,61.497426,23.760537,Clothing Store
Kauppakatu,61.49810977510891,23.75789165496826,Road
Kauppakatu 5,61.498096,23.757488,Building
Studio Move,61.497992,23.757735,Building
Artturin Sauna,61.49794514044032,23.756140930739935,Sauna / Steam Room
Tirkkosen Talo,61.498166,23.75719,Building
Hammas Mehiläinen Tampere Hämeenkatu,61.49789,23.75757,Dentist's Office
Rolling Records,61.4981,23.757887,Record Shop
KKT-keskus Arvo,61.49771,23.756849,Medical Center
Yliopiston Apteekki,61.49767364406291,23.759091960553697,Pharmacy
ProHierojat,61.498165,23.758675,Massage Studio
Bussipysäkki Keskustori G (0011),61.49765522066131,23.759089390779536,Bus Stop
Halonen,61.49779556208823,23.759152018991063,Clothing Store
Suomalainen Kirjakauppa,61.49781,23.75817,Bookstore
Leonidas,61.4977266214315,23.75908162604393,Office
Varimport,61.4976845490647,23.759265264743313,Electronics Store
Ambientia,61.49777096122653,23.758188701002446,Office
Hämeenkatu 18,61.49772761182463,23.758228335698604,Building
Nordea yrityspalvelut,61.4982817297334,23.7585078940488,Bank
CandyTown,61.497833,23.75928,Candy Store
Surveypal HQ,61.4980358667323,23.758007575648588,Tech Startup
Keskustori,61.497859452587406,23.76107116300453,Plaza
Tampereen Teatteri,61.4982,23.7619599,Theater
Tammerkosken Sillalla,61.49813950144686,23.760730537571487,Concert Hall
Bussipysäkki Keskustori E,61.49785157528555,23.760748068575232,Bus Stop
Viistokatu,61.497863899094405,23.759864531923906,Plaza
Keskustorin suihkulähde,61.4979225128462,23.759900284201436,Monument / Landmark
Kippis Festivaalit Tampere,61.4980743,23.7607499,Festival
Bussipysäkki 0015 Keskustori D,61.497696038768595,23.760602730771463,Bus Stop
Mustalahden Satama,61.504249,23.747328,Harbor / Marina
Tampereen Raatihuone,61.497764130408605,23.759960290410916,Event Space
Ruohonjuuri,61.497874891863965,23.762349208734125,Organic Grocery
R-Kioski Keskustori,61.497751098702174,23.76159234249511,Convenience Store
Korvatillikka,61.49778598987855,23.76223368282928,Bar
Hämpin Pizzeria,61.49783340801509,23.76227672517998,Pizza Place
Kulttuuriravintola Kivi,61.497835618238156,23.762239391152498,Pub
Kellaritillikka,61.49810168220458,23.762935500240246,Bar
Fazer Café Hämeenkatu,61.497795345721045,23.76282194143307,Café
Ruby & Fellas - Irish Pub and Kitchen,61.49757323383925,23.763149926281187,Gastropub
It's Pure,61.497842,23.762199,Health Food Store
Tillikka,61.49817370139687,23.762950096973412,Restaurant
Keskustorin Apteekki,61.4977815758442,23.761857755110046,Pharmacy
TempoDent,61.497825169084855,23.762426061684074,Dentist's Office
Teatteri Grilli,61.49782441997537,23.76207012559957,Fast Food Restaurant
Klubimies,61.498096,23.762915,Pub
Bookers bar,61.497868,23.762056,Bar
Viihdepalatsi,61.497401,23.75344,Other Nightlife
forenom suits,61.498059613989085,23.763430772115875,Hotel
Hämeensilta,61.49794594526414,23.763728141784668,Bridge
Puisto,61.498301401638834,23.76452453587202,Restaurant
Bussipysäkki 0501,61.498161748304526,23.765118331196717,Bus Stop
Tkl bussi 40,61.49782014208571,23.765384543821813,Bus Line
Jäätelökahvila,61.498217282587184,23.765643057315323,Ice Cream Shop
Ingman Jäätelökioski,61.498267,23.765359,Ice Cream Shop
Majakka grilli,61.498251,23.765422,Snack Place
Smile Henkilöstöpalvelut,61.49791,23.765417,Recruiting Agency
Bussipysäkki Koskipuisto D (0502),61.498172758568984,23.76661381901169,Bus Stop
Pizzeria Luca,61.49814823818192,23.766230762604064,Pizza Place
Hämeenkatu,61.49810209560421,23.765986561775208,Road
Pizza Kebab Selvi,61.4981597497846,23.766771843070977,Kebab Restaurant
Koskipuisto,61.49819697854875,23.765301642513293,Park
Nysse bussi 1,61.49830068517907,23.77039707372958,Bus Line
Nightclub Tähti,61.49787573192347,23.76560802300363,Nightclub
Naima,61.49806,23.766134,Nightclub
Kenkärepo,61.49784008250223,23.76631689642868,Shoe Store
Pella's cafe,61.49834,23.76604,Pastry Shop
Ravintola Tähti,61.498020154141614,23.76633751329454,Bar
Instrumentarium Tampere Koskipuisto,61.49783979115059,23.765725111485796,Optical Shop
Nysse bussi 9,61.49796642404192,23.76621723175049,Bus Line
Aussie Bar,61.4982365,23.766324899999972,Bar
Wanhan Postin Sauna,61.49732253362283,23.76712883268359,Sauna / Steam Room
Henkka,61.498142,23.766737,Bar
Mediasignal Communications,61.4977925775027,23.765934942420618,Office
Linda mode,61.49802780151367,23.76556968688965,Boutique
OP Hämeenkatu,61.49816933057752,23.76734548540061,Bank
Cotton,61.49843350638699,23.765412669736616,Boutique
GoGo City,61.498150732435285,23.76838445663452,Gym
Café Siilinkari,61.49823210629762,23.768165110204674,Café
R-kioski,61.49824534919287,23.768122993260587,Convenience Store
Vero Moda,61.49810382673872,23.768377510495963,Women's Store
Prima,61.498196,23.768176,Physical Therapist
UFF,61.49817644481095,23.768250294286123,Flea Market
Cybershop,61.498240772533904,23.767890203194767,Clothing Store
Clas Ohlson,61.49822578497486,23.767650045462787,Hardware Store
Omena Hotelli,61.49824006984838,23.7689737027751,Hotel
H&M,61.49818401022328,23.767504692077637,Clothing Store
Siilinkarin aukio,61.49814224243164,23.76804161071777,Building
Colorado Bar & Grill,61.498150732435285,23.76881092786789,American Restaurant
TKL Bussi Y14,61.49814118573291,23.76791516387355,Bus Line
Danske Bank,61.49813128009027,23.76833897021859,Bank
TOAS Centrum,61.498020365278386,23.767509447707344,College Residence Hall
Miraakkeli,61.497025901409266,23.768995726941952,Kids Store
VR IC 151,61.497757,23.769175,Train
Alko Aluetoimisto,61.4982616245443,23.768477999186477,Building
Pyymäen Oma Kahvila,61.49810329887549,23.770132261567127,Café
Ravintola Oluthuone,61.49816964602431,23.770174178469652,Bar
McDonald's,61.49816249980568,23.770087084926768,Fast Food Restaurant
Citykatse,61.498046679821,23.770226417032415,Accessories Store
Suomalainen kirjakauppa,61.49800069999999,23.7697429,Bookstore
Tiikerihai,61.49810519158329,23.770084433957678,Karaoke Bar
Sticky Wingers,61.49783038870761,23.77078707180458,Wings Joint
Golden Rax Pizzabuffet,61.49823867913338,23.77004906163636,Pizza Place
Ale Bar Pikajuna,61.498268397892474,23.769639174891513,Bar
Swamp Music,61.49753490207835,23.77022095675098,Record Shop
MASU - Asian Bistro,61.49808037488242,23.770824528832144,Asian Restaurant
Gylling Accounting,61.498156984427276,23.770620683539157,Office
H5 Bar & Barrel,61.498225,23.769806,Bar
Armas Kuppila,61.49774943925339,23.77032844242424,Deli / Bodega
Piazza Foodfactory & Bar,61.498268284487466,23.771686269432255,Restaurant
Op-kiinteistökeskus,61.49828636993281,23.76937633610271,Office
Scandic Hotel Tampere City,61.49770512143584,23.771764588134868,Hotel
Hella & Huone Deli,61.498051451265766,23.772162703139557,Deli / Bodega
Matkakeskustunneli,61.49778344181935,23.77479282377094,Tunnel
Cafe Cactus,61.498003363931836,23.772209885377354,Café
Terveystalo,61.49757620686261,23.772497838488235,Medical Center
Rautatieaseman parkkipaikka,61.49806014553199,23.772536196241763,Parking
Taco House,61.49792471583593,23.772269045367956,Taco Place
Taksi Tampere,61.49371,23.82913,Taxi
Finnpark P-Hämppi,61.4989952,23.7665096,Parking
Taksitolppa 6,61.498294,23.772006,Taxi Stand
VR Pendolino S 89,61.497964826889124,23.772317675234838,Train
Be Calm & Buzz On,61.498188,23.77159,Restaurant
Konttori,61.49785934973779,23.77210074050753,Design Studio
Nysse Bussi 32,61.498234,23.771774,Bus Line
VR Pendolino S 80,61.49801955729251,23.773770467564457,Train
S-market Pendoliino,61.49804137517071,23.775983661191173,Supermarket
VR InterCity IC 471,61.49788450884994,23.773984909057617,Train
VR R-juna,61.49807668519593,23.77369904413634,Train
Raide 4,61.49841016017508,23.773982652203042,Platform
VR InterCity IC 43,61.498049731747685,23.773598069555103,Train
VR H 427,61.49807151399727,23.77406727273141,Train
VR InterCity IC 180,61.497965221437425,23.77383896685031,Train
VR IC 162,61.498172963065876,23.773197334218096,Train
VR H 423,61.498129602667184,23.773946313441186,Train
VR IC 41,61.4980919659138,23.7739945482463,Train
VR IC 22,61.498093,23.773552,Train
VR Pendolino S 152,61.497833,23.774145,Train
VR InterCity IC 20 Oulu-Helsinki,61.498266,23.773797,Train
VR InterCity IC 170,61.49806337072378,23.773586032589726,Train
Vr Pendolino S 146,61.49784,23.77467,Train
VR InterCity IC 48,61.49801679314386,23.77348090997998,Train
VR InterCity IC 21,61.498272,23.774006,Train
VR InterCity IC 50,61.49811941832811,23.773405025163132,Train
VR S 148,61.498287,23.773568,Train
VR InterCity IC 141,61.49828,23.773954,Train
VR IC² 160,61.4978534747033,23.77357435090957,Train
VR IC 934,61.49814677810213,23.773499506708443,Train
VR InterCity IC 179,61.49796642404192,23.77338409423828,Train
Cybercom Finland Oy,61.4978792,23.7756539,Office
Pakkahuoneenaukio,61.49812050963691,23.776338549744786,Plaza
VR InterCity IC 28,61.498077,23.775503,Train
Ramboll,61.497884188868305,23.775971084833145,Office
Zok Wok,61.498519653818406,23.7751831594556,Asian Restaurant
Noutoparkki,61.498761280431076,23.77453145846982,Parking
Techila,61.4981228825491,23.775411596301872,Office
Dna Call Center,61.49743818259847,23.77669317013583,Coworking Space
Semafora,61.4983024597168,23.775609970092773,Beach Bar
Telakka,61.49803854849145,23.77747891056967,Restaurant
Telakan Terassi,61.498135,23.777634,Restaurant
Passionin terassi,61.497833251953125,23.777751922607422,Bar
Bengol Curry,61.497772,23.777392,Indian Restaurant
VR IC 142,61.497837,23.773693,Train
Fimlab Laboratoriot Oy (Tullinkulman laboratorio),61.49762759244738,23.777625373659003,Medical Lab
Edun Herkkukeidas,61.498318084458596,23.777342827099545,Restaurant
Tullintorin sauna,61.497799,23.777181,Sauna / Steam Room
Keliakialiitto,61.497759933877354,23.778001841460327,Non-Profit
DNA Oyj,61.4978247,23.777128,Business Service
Lapland Hotel Tampere,61.497642976830775,23.77964889947755,Hotel
Kero,61.497784,23.779327,Event Space
Suutariliike Verstas,61.497859796775664,23.77932952298419,Arts & Crafts Store
Inna's Loveroom,61.4982503313988,23.780390406870655,Residential Building (Apartment / Condo)
Opera Bar&Brasserie,61.497722,23.779067,Bar
Breakfast Business Corner,61.49790997719415,23.78049279924244,Bed & Breakfast
välikuolemaa bytyn takapenkillä,61.49827575683594,23.780479431152344,Other Event
Sorsapuiston leikkikenttä,61.49876633116867,23.784211711574535,Playground
Aaltosenkatu 46,61.497719895568515,23.781551616614454,Building
pohjola rakennus oy,61.49813461303711,23.781341552734375,Conference Room
As Oy Sorsapuisto,61.497852841858894,23.781190376877166,Building
Lähteenlinna,61.49823817862127,23.781309497280745,Residential Building (Apartment / Condo)
TakApenkki,61.497881923201554,23.781554658559255,Bus Line
Lähteenkatu 2-4,61.49806706725326,23.780888924908826,Residential Building (Apartment / Condo)
Tiimarin villa,61.49805740925681,23.78123749959352,Residential Building (Apartment / Condo)
Lemmen Pasuuna,61.498199083689805,23.78211680966942,
Akonpuiston päiväkoti,61.49816,23.780707,Daycare
Dapino's grilli,61.498100732652475,23.781495347764125,Residential Building (Apartment / Condo)
Lähteenkatu 7-9,61.49819669410176,23.783601507523276,
Lähteenkatu 7-9,61.49810132697035,23.78310156220424,Building
Lähteenkatu 6-8,61.4981,23.7832,Non-Profit
HannesjaRiiala,61.498928397166345,23.784300136698974,Residential Building (Apartment / Condo)
KaLu 302,61.497603816661325,23.786192051680455,High School
Kalevan lukio,61.49780966421543,23.786015020976436,High School
